"","Mouse_ID","Address","Address_ZIP","Latitude","Longitude","Trap_Date","Dissection_Date","Sex","Status","Body_Weight","Body_Length","Tail_Length","Spleen","Feces_Weight","Dead_in_Cage","Worms_presence","Left_Embryo","Right_Embryo","Ectoparasites_Logical","Fleas","Ticks","Note","Area","Trap_set_date","Trap_set_time","Trap_number","Trap_collect_date","Trap_collect_time","Rodents_caught","Mus_caught","Feces_weight_Extraction","Feces_weight","hydrated","Extraction_Sample","Extraction_Date","FEC_DNA_Content_ng.microliter","Year","FEC_Eim_Ct","MC.Eimeria.FEC","delta_ct_cewe_MminusE","MC.Eimeria","OPG","MCs","Task","Tm1","Tm2","Tm3","Tm4","FEC_Eim_Ct1","FEC_Eim_Ct2","FEC_Eim_Ct3","HI","HI_NLoci","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","FEC_Crypto_Ct","FEC_Crypto_Ct1","FEC_Crypto_Ct2","FEC_Crypto_Ct3","Oocyst_Predict_Crypto_FEC"
"972","AA_1013","Wriezener Str.1",NA,52.7636,14.1628,"23/09/2022","24/09/2022","F","pregnant",15.64,76,68,0.0915,NA,NA,NA,4,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1039,0.7817,TRUE,"FEC","25.09.2022",38.6,2022,30,TRUE,NA,NA,NA,NA,"UNKNOWN",75.7148590087891,NA,NA,NA,30.0810427637365,30.4326790935627,29.4845715865996,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"973","AA_1014","Wriezener Str.1",NA,52.7636,14.1628,"23/09/2022","24/09/2022","F","adult",12.93,72,69,0.0487,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0685,1.0282,TRUE,"FEC","25.09.2022",83.8,2022,29.63,TRUE,NA,NA,NA,NA,"UNKNOWN",75.7148590087891,NA,NA,NA,30.142659474616,30.2398390308205,28.5090571742738,NA,NA,NA,NA,NA,27.36,27.481344524018,27.6052703771907,26.9915437669348,38540
"974","AA_1015","Schönbeckstr. 21",NA,52.9758,13.7317,"23/09/2022","24/09/2022","M","adult",13.59,73,60,0.0306,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Robin; Tabea","22/09/2022","13:33",20,"22/09/2022","13:33",5,3,0.0599,1.768,TRUE,"FEC","25.09.2022",72.2,2022,32.59,FALSE,NA,NA,NA,NA,"UNKNOWN",81.9131317138672,77.0754547119141,NA,NA,31.9111942885753,31.5060213831856,34.3501232023494,NA,NA,NA,NA,NA,34.52,34.0007856368505,35.3066390300051,34.2382494718558,302
"975","AA_1016","Schönbeckstr. 21",NA,52.9758,13.7317,"23/09/2022","24/09/2022","F","adult",14.04,76,60,0.0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robin; Tabea","22/09/2022","13:33",20,"22/09/2022","13:33",5,3,0.03,0.259,TRUE,"FEC","25.09.2022",88,2022,29.79,TRUE,NA,NA,NA,NA,"UNKNOWN",75.2613296508789,NA,NA,NA,30.3588530541124,30.7533600939675,28.2444741912497,NA,NA,NA,NA,NA,38.93,38.9309768485355,NA,NA,15
"976","AA_1017","Schönbeckstr. 21",NA,52.9758,13.7317,"23/09/2022","24/09/2022","F","adult",13.86,76,60,0.0225,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Robin; Tabea","22/09/2022","13:33",20,"22/09/2022","13:33",5,3,0.078,0.6676,TRUE,"FEC","25.09.2022",83.3,2022,30.87,TRUE,NA,NA,NA,NA,"UNKNOWN",75.4125061035156,81.761962890625,NA,NA,31.3627212166933,31.1069205036901,30.1316894744857,NA,NA,NA,NA,NA,29.35,28.8908990722905,28.8466789739013,30.3082188987112,10014
"977","AA_1018","Gielsdorf 2 (Am Rötseetn Str. 2)",NA,52.6061,13.87714,"22/09/2022","23/09/2022","F","adult",21.5,92,80,0.1179,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0387,0.815,TRUE,"FEC","25.09.2022",58.5,2022,33.82,FALSE,NA,NA,NA,NA,"UNKNOWN",72.5401306152344,81.0060729980469,62.8647727966309,NA,33.5282680712715,33.628564486198,34.2967725276137,NA,NA,NA,NA,NA,35.6,35.7767546583112,35.4154657423538,NA,145
"978","AA_1020","Walther Ratenau Str. 12",NA,52.384046,13.76054,"24/09/2022","25/09/2022","F","young",5.72,51,68,0.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.175,TRUE,"FEC","26.09.2022",21.5,2022,33.23,TRUE,NA,NA,NA,NA,"UNKNOWN",75.8438415527344,84.1467742919922,NA,NA,34.6303031843119,32.3949774806241,32.6652562477763,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"979","AA_1021","Walther Ratenau Str. 12",NA,52.387046,13.76054,"24/09/2022","25/09/2022","F","adult",15.95,77,84,0.0466,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0674,0.6179,TRUE,"FEC","26.09.2022",60,2022,24.23,TRUE,NA,NA,NA,NA,"UNKNOWN",74.0322952270508,NA,NA,NA,24.8233845335864,24.3471041439945,23.5169087126385,NA,NA,NA,NA,NA,29.88,30.2725126502977,29.796487655719,29.56403244622,6994
"980","AA_1022","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",13.97,74,63,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789,0.1407,TRUE,"FEC","26.09.2022",139.6,2022,34.07,TRUE,NA,NA,NA,NA,"UNKNOWN",73.7303771972656,79.3159790039062,NA,NA,35.2431129767296,33.8389736242941,33.1402597053217,NA,NA,NA,NA,NA,29.66,29.6834732718972,29.5797798894847,29.7192459511349,8118
"981","AA_1023","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",19.05,82,70,0.0505,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0495,1.0438,TRUE,"FEC","26.09.2022",47.9,2022,33.06,FALSE,NA,NA,NA,NA,"UNKNOWN",71.9188232421875,77.8063583374023,85.521614074707,62.1071548461914,33.7554885112419,32.7897020154345,32.6441299652713,NA,NA,NA,NA,NA,30.22,30.1633882534981,30.6150859328446,29.8810243656692,5556
"982","AA_1024","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","M","adult",16.35,75,67,0.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,0.3733,TRUE,"FEC","26.09.2022",39.3,2022,24.47,TRUE,NA,NA,NA,NA,"UNKNOWN",75.2399978637695,NA,NA,NA,25.1820887098071,24.7613283029655,23.4750066579001,NA,NA,NA,NA,NA,0,NA,37.4144149265428,NA,0
"983","AA_1025","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",22.75,88,71,0.057,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0518,1.3695,TRUE,"FEC","26.09.2022",122.1,2022,32.17,FALSE,NA,NA,NA,NA,"UNKNOWN",80.5366058349609,71.4729385375977,NA,NA,29.4647465124063,33.3868492979282,33.6583074350606,NA,NA,NA,NA,NA,30.14,30.310876241693,30.4029895411601,29.7084917859654,5865
"984","AA_1026","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",11.41,62,69,0.0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299,0.2471,TRUE,"FEC","26.09.2022",63.4,2022,30.87,FALSE,NA,NA,NA,NA,"UNKNOWN",84.4641876220703,62.4092750549316,83.8599472045898,81.4429702758789,30.9688028339406,30.2517577826577,31.3799031003434,NA,NA,NA,NA,NA,30.35,30.4275787722723,30.6272137455715,29.9918968669155,5087
"985","AA_1027","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",14.84,78,62,0.0456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0421,1.2141,TRUE,"FEC","26.09.2022",44.7,2022,32.16,FALSE,NA,NA,NA,NA,"UNKNOWN",81.5940246582031,72.0771789550781,76.609016418457,62.2582168579102,31.6573987024309,31.9513234040993,32.861670807567,NA,NA,NA,NA,NA,29.91,30.3579029288082,29.7811740709828,29.576307018837,6853
"986","AA_1028","Zehdenicker Str. 8C",NA,52.979407,13.73026,"24/09/2022","25/09/2022","F","adult",12.26,70,66,0.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133,NA,NA,"FEC","26.09.2022",18.6,2022,30.76,FALSE,NA,NA,NA,NA,"UNKNOWN",72.9835510253906,77.0621948242188,62.5603370666504,NA,30.7145418813659,30.5901912167764,30.9759372404995,NA,NA,NA,NA,NA,34.46,33.8825595568833,35.6316237447677,33.8771675086417,314
"987","AA_1030","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","F","adult",12.5,81,61,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282,0.6246,TRUE,"FEC","28.09.2022",39.3,2022,33.18,FALSE,NA,NA,NA,NA,"UNKNOWN",86.5332946777344,90.7555999755859,73.1123962402344,NA,33.4070840886126,33.3510774444507,32.7841783100434,NA,NA,NA,NA,NA,31.51,32.2341888525791,31.7699971877846,30.5186494878817,2319
"988","AA_1031","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","F","adult",11.2,72,61,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304,0.2568,TRUE,"FEC","28.09.2022",61.7,2022,34.27,FALSE,NA,NA,NA,NA,"UNKNOWN",86.9856796264648,70.398063659668,84.5729370117188,NA,34.3753826795696,34.3242904388109,34.099292750269,NA,NA,NA,NA,NA,33.49,33.3007480022834,33.7496928815911,33.420587801776,606
"989","AA_1032","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","M","adult",14.46,75,71,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0206,0.3211,TRUE,"FEC","28.09.2022",32.6,2022,34.31,FALSE,NA,NA,NA,NA,"UNKNOWN",87.4380722045898,81.7078018188477,71.4536361694336,NA,35.3170464120911,33.9851878913617,33.6131534449496,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"990","AA_1033","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","F","adult",17.3,79,64,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394,0.3448,TRUE,"FEC","28.09.2022",45.6,2022,35.89,TRUE,NA,NA,NA,NA,"UNKNOWN",73.8663787841797,83.9697494506836,63.3106231689453,NA,36.5305281988001,35.1960124721153,35.9491809931069,NA,NA,NA,NA,NA,0,NA,NA,39.6977920393629,0
"991","AA_1034","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","M","adult",13.52,72,63,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0241,1.929,TRUE,"FEC","28.09.2022",9.6,2022,0,TRUE,NA,NA,NA,NA,"UNKNOWN",74.3187713623047,63.1598281860352,92.715950012207,84.5729370117188,NA,37.1613602855516,36.455765997715,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"992","AA_1035","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","M","adult",12.26,79,69,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.2538,TRUE,"FEC","28.09.2022",4.3,2022,35.24,FALSE,NA,NA,NA,NA,"UNKNOWN",73.2631988525391,88.1920547485352,63.7630157470703,89.8508148193359,35.1186184011908,35.7469690708236,34.8491525609033,NA,NA,NA,NA,NA,33.35,33.6214021905146,33.7294871656375,32.7021831063722,667
"993","AA_1036","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","F","adult",14.42,83,69,0.0416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171,0.3235,TRUE,"FEC","28.09.2022",20,2022,33.57,FALSE,NA,NA,NA,NA,"UNKNOWN",77.0331115722656,86.6840896606445,69.6440811157227,NA,32.3243334993784,33.5229625014468,34.8618986087653,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"994","AA_1037","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","M","adult",16.51,75,72,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,0.1982,TRUE,"FEC","28.09.2022",36.1,2022,33.94,FALSE,NA,NA,NA,NA,"UNKNOWN",86.8348846435547,81.5570068359375,NA,NA,33.8911017704989,33.7953080990382,34.1311769754045,NA,NA,NA,NA,NA,32.74,32.9410097860909,33.0538214005473,32.2185647300908,1008
"995","AA_1038","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","F","young",12.39,79,62,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0423,0.3106,TRUE,"ILCO","28.09.2022",3.4,2022,37.66,FALSE,NA,NA,NA,NA,"UNKNOWN",84.7237319946289,74.1679763793945,NA,NA,38,NA,37.3223281192144,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"996","AA_1039","Serwester Hühnerhof",NA,52.93356,13.93226,"25/09/2022","26/09/2022","M","adult",15.04,80,65,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121,0.3811,TRUE,"FEC","28.09.2022",17.5,2022,35.02,FALSE,NA,NA,NA,NA,"UNKNOWN",83.0649719238281,87.4380722045898,90.1524047851562,69.0408935546875,34.45603505895,35.7950634778996,34.8185176757012,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"997","AA_1040","Rödelliner Straße 37",NA,53.1153,13.4781,"25/09/2022","26/09/2022","M","adult",17.13,80,65,0.0402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301,0.375,TRUE,"FEC","28.09.2022",43.9,2022,17.16,FALSE,NA,NA,NA,NA,"UNKNOWN",77.6362991333008,NA,NA,NA,17.1003821188576,17.1935744381095,17.1880993148832,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"998","AA_1041","Storower Dorfstrasse 7",NA,53.051694,13.440196,"25/09/2022","26/09/2022","F","adult",18.41,91,83,0.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0221,0.4406,TRUE,"FEC","28.09.2022",171.4,2022,24.96,FALSE,NA,NA,NA,NA,"UNKNOWN",77.6362991333008,NA,NA,NA,24.8197434262851,25.0001785546846,25.0610026277929,NA,NA,NA,NA,NA,0,NA,NA,27.0550497111245,0
"999","AA_1042","Storower Dorfstrasse 7",NA,53.051694,13.440196,"25/09/2022","26/09/2022","M","adult",16.9,88,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,NA,NA,"FEC","28.09.2022",25.4,2022,21.13,FALSE,NA,NA,NA,NA,"UNKNOWN",77.6362991333008,NA,NA,NA,21.1660075270302,21.1603263311909,21.0675878893027,NA,NA,NA,NA,NA,31.75,34.8869603609269,25.6205927143728,34.7505064692207,1971
"1000","AA_1043","Storower Dorfstrasse 7",NA,53.051694,13.440196,"25/09/2022","26/09/2022","M","adult",13.32,79,70,0.0237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186,NA,NA,"FEC","28.09.2022",66.1,2022,31.7,FALSE,NA,NA,NA,NA,"UNKNOWN",77.0331115722656,86.5332946777344,81.274040222168,NA,31.8491007200734,31.9688891494945,31.2844134099523,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1030","CB_001","Alt-Gielsdorf 67",NA,52.6053,13.8756,"20/09/2022","26/09/2022","M","adult",14.92,84,64,0.0576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0612,3.163,TRUE,"FEC","26.09.2022",239.1,2022,25.69,TRUE,NA,NA,NA,NA,"UNKNOWN",75.4005279541016,NA,NA,NA,26.1621333415491,25.9045760805409,24.9902727400569,NA,NA,NA,NA,NA,38.64,38.6427848459213,NA,NA,18
"1031","CB_002","Bunzelweg 9",NA,52.47347,13.69029,"21/09/2022","26/09/2022","M","adult",13.72,75,86,0.0181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327,3.4586,TRUE,"FEC","26.09.2022",196.9,2022,29.89,FALSE,NA,NA,NA,NA,"UNKNOWN",80.9897842407227,NA,NA,NA,29.1853448299224,29.3254463419324,31.1710821973464,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1032","CB_003","Königlich Reetz 14",NA,52.7747,14.1525,"20/09/2022","26/09/2022","M","adult",17.77,79,74,0.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE","20/09/2022","15:10",12,"21/09/2022","08:50",7,7,0.0579,3.3605,TRUE,"FEC","26.09.2022",205.7,2022,31.82,FALSE,NA,NA,NA,NA,"UNKNOWN",72.8324890136719,82.6514587402344,62.5603370666504,85.6726760864258,29.4104227328891,30.8002954107015,35.243296659285,NA,NA,NA,NA,NA,35.26,35.2565667643084,NA,NA,183
"1033","CB_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,2.039,TRUE,"FEC","26.09.2022",92.4,2022,29.84,FALSE,NA,NA,NA,NA,"UNKNOWN",84.3131256103516,78.7238693237305,62.8624572753906,72.9835510253906,28.4352156472367,28.8271859380296,32.257671152445,NA,NA,NA,NA,NA,29.65,29.7814701686812,29.5134780856968,29.6456804784434,8173
"1035","CB_005","Bunzelweg 9",NA,52.47347,13.69029,"21/09/2022","26/09/2022","M","adult",20.41,89,83,0.0273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0362,3.3143,TRUE,"FEC","26.09.2022",90.5,2022,30.71,FALSE,NA,NA,NA,NA,"UNKNOWN",83.1262664794922,71.7863311767578,62.2607879638672,62.1095924377441,30.9382646196803,30.5553629769754,30.6371280805378,NA,NA,NA,NA,NA,31.83,31.615882604951,31.7764550780242,32.0974983070059,1867
"1036","CB_006","Alt-Gielsdorf 67",NA,52.6053,13.8756,"20/09/2022","26/09/2022","M","adult",13.19,75,67,0.02935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0259,NA,NA,"FEC","28.09.2022",5.5,2022,32.5,FALSE,NA,NA,NA,NA,"UNKNOWN",84.2713470458984,77.0331115722656,NA,NA,33.4821746375557,32.3815108848592,31.6280386760056,NA,NA,NA,NA,NA,37.3,36.3503530275288,37.372943413794,38.1888823679524,45
"1037","CB_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265,NA,NA,"FEC","28.09.2022",5.5,2022,35.05,FALSE,NA,NA,NA,NA,"UNKNOWN",77.0331115722656,75.3875732421875,NA,NA,34.9731768064467,34.2172508038444,35.9575944836747,NA,NA,NA,NA,NA,26.64,26.4759229290275,26.8546908887025,26.5859425961349,62758
"1039","CB_008","Danewitzer Weg 2",NA,52.737079,13.659532,"22/09/2022","26/09/2022","M","adult",20.6,75,79,0.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323,NA,NA,"FEC","28.09.2022",4.7,2022,36.07,FALSE,NA,NA,NA,NA,"UNKNOWN",88.82080078125,73.4254150390625,84.3142776489258,NA,34.8384227466927,37.8373015276604,35.5381032321358,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1040","CB_009","Danewitzer Weg 2",NA,52.737079,13.659532,"22/09/2022","26/09/2022","M","adult",16,79,79,0.04202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0475,0.629,TRUE,"FEC","28.09.2022",8.9,2022,32.11,FALSE,NA,NA,NA,NA,"UNKNOWN",77.5006637573242,87.1605072021484,NA,NA,32.2979262978009,32.473832050904,31.5713278431296,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1041","CB_010","Wriezener Str.1",NA,52.7636,14.1628,"23/09/2022","26/09/2022","M","adult",16.01,79,66,0.05294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,0.4913,TRUE,"FEC","28.09.2022",21.2,2022,27.79,FALSE,NA,NA,NA,NA,"UNKNOWN",77.6515960693359,NA,NA,NA,27.8380273252174,28.085039917274,27.4563497673194,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1042","ZZ_0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA,NA,"ILCO","26.09.2022",195.7,2022,30.66,TRUE,NA,NA,NA,NA,"UNKNOWN",75.8687133789062,72.0887298583984,81.4630813598633,61.9583930969238,30.8638505919037,29.9052102444732,31.2241573108649,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1043","ZZ_0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1036,NA,NA,"ILCO","26.09.2022",8.7,2022,25.66,TRUE,NA,NA,NA,NA,"UNKNOWN",75.5663146972656,NA,NA,NA,26.6908035724421,25.9079007598363,24.3954337676714,NA,NA,NA,NA,NA,26.46,27.1862869243404,26.218297121621,25.988491122345,70894
"1044","ZZ_0089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0294,NA,NA,"FEC","26.09.2022",29.7,2022,23.13,TRUE,NA,NA,NA,NA,"UNKNOWN",74.8103179931641,NA,NA,NA,24.3676020977161,23.6321253121099,21.3888342278675,NA,NA,NA,NA,NA,34.36,35.2158719837486,34.9831205107912,32.8815594996044,336
"1045","ZZ_0090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1881,NA,NA,"ILCO","26.09.2022",208.2,2022,28.59,TRUE,NA,NA,NA,NA,"UNKNOWN",75.7175140380859,NA,NA,NA,28.9612119964117,28.2845237830466,28.515836790641,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1046","ZZ_0091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1371,NA,NA,"ILCO","26.09.2022",9.8,2022,32.09,FALSE,NA,NA,NA,NA,"UNKNOWN",76.4735107421875,72.9959259033203,62.5631866455078,62.2607879638672,32.8456825369467,31.6998265947146,31.7151735461758,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1047","ZZ_0092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854,NA,NA,"ILCO","26.09.2022",4.1,2022,33.22,FALSE,NA,NA,NA,NA,"UNKNOWN",72.6935272216797,72.2399291992188,62.5631866455078,NA,34.2549783375396,32.758799418804,32.6543466512972,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1048","ZZ_0093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0776,NA,NA,"FEC","25.09.2022",66.9,2022,26.77,TRUE,NA,NA,NA,NA,"UNKNOWN",75.5545043945312,NA,NA,NA,28.1395239843349,26.3356265893248,25.8383690512588,NA,NA,NA,NA,NA,30.74,30.9250243366109,30.6137426549488,30.6844758584286,3906
"1049","ZZ_0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,"ILCO","28.09.2022",24.5,2022,32.71,FALSE,NA,NA,NA,NA,"UNKNOWN",85.8020935058594,NA,NA,NA,32.6923965693367,32.9725907557056,32.4769818046485,NA,NA,NA,NA,NA,0,NA,35.3196121287153,38.067049401679,0
"1050","ZZ_0095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428,NA,NA,"ILCO","28.09.2022",13.9,2022,34.33,FALSE,NA,NA,NA,NA,"UNKNOWN",76.5950546264648,84.594612121582,NA,NA,34.8372061094299,34.2133368842924,33.9416400225519,NA,NA,NA,NA,NA,0,NA,NA,37.0008550251434,0
"1051","ZZ_0096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,NA,NA,"FEC","28.09.2022",227.6,2022,21.31,FALSE,NA,NA,NA,NA,"UNKNOWN",76.8969268798828,NA,NA,NA,22.0347293521988,21.5485979421454,20.3473234834075,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"1052","ZZ_0097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0419,NA,NA,"ILCO","28.09.2022",3.6,2022,28.04,FALSE,NA,NA,NA,NA,"UNKNOWN",78.2553405761719,NA,NA,NA,28.540675885165,28.2205277482866,27.3448085129437,NA,NA,NA,NA,NA,0,NA,NA,36.726534780357,0
"1053","ZZ_0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1501,NA,NA,"ILCO","28.09.2022",25.2,2022,36.65,FALSE,NA,NA,NA,NA,"UNKNOWN",78.1044082641602,87.9151840209961,74.0291595458984,NA,37.1656438860967,36.5533964246262,36.2162096807784,NA,NA,NA,NA,NA,35.75,35.7546918334956,NA,NA,131
